0 1.543e-06
100 2.651e-06
200 2.337e-06
300 2.226e-06
400 2.285e-06
500 2.249e-06
600 2.199e-06
700 2.216e-06
800 2.184e-06
900 2.188e-06
1000 2.169e-06
1100 2.209e-06
1200 2.178e-06
1300 2.673e-06
1400 2.413e-06
1500 2.41e-06
1600 2.283e-06
1700 3.084e-06
1800 2.25e-06
1900 2.191e-06
2000 2.2e-06
2100 2.255e-06
2200 1.899e-06
2300 2.121e-06
2400 1.911e-06
2500 1.952e-06
2600 2.033e-06
2700 2.014e-06
2800 2.087e-06
2900 1.971e-06
3000 1.678e-06
3100 1.666e-06
3200 1.628e-06
3300 2.644e-06
3400 1.848e-06
3500 1.815e-06
3600 1.811e-06
3700 1.725e-06
3800 1.653e-06
3900 1.762e-06
4000 2.096e-06
4100 2.554e-06
4200 1.653e-06
4300 1.605e-06
4400 1.508e-06
4500 1.509e-06
4600 1.541e-06
4700 1.515e-06
4800 1.504e-06
4900 1.515e-06
5000 1.516e-06
