0 4.11e-07
100 5.06e-07
200 5.96e-07
300 9.58e-07
400 6.6e-07
500 4.72e-07
600 4.88e-07
700 4.49e-07
800 3.84e-07
900 3.87e-07
1000 4.6e-07
