0 2.18e-07
100 1.86e-07
200 2.09e-07
300 2.18e-07
400 2.16e-07
500 1.17e-07
600 1.51e-07
700 1.53e-07
800 1.02e-07
900 1.06e-07
1000 1.1e-07
