0 0.0007
100 0.0004
200 0.0008
300 0.0008
400 0.0003
500 0.0005
600 0.0009
700 0.0006
800 0.0008
900 0.0004
1000 0.0004
1100 0.0007
1200 0.0003
1300 0.0008
1400 0.0005
1500 0.0003
1600 0.0003
1700 0.0003
1800 0.0004
1900 0.0003
2000 0.0004
2100 0.0005
2200 0.0007
2300 0.0004
2400 0.0002
2500 0.0004
2600 0.0004
2700 0.0004
2800 0
2900 0.0002
3000 0.0004
3100 0.0002
3200 0.0001
3300 0.0002
3400 0.0003
3500 0.0002
3600 0.0004
3700 0
3800 0.0002
3900 0.0002
4000 0.0002
4100 0.0003
4200 0.0005
4300 0.0003
4400 0.0002
4500 0.0003
4600 0.0003
4700 0.0002
4800 0.0003
4900 0.0004
5000 0.0004
